"offset [um]","PinCount []","Freq [GHz]","dB(St(VCC_moving_T1,VCC_moving_T1)) []"
100,20,0.9,-5.7540724448483
100,20,1,-5.32845778753255
100,20,1.1,-4.93502887392033
100,20,1.2,-4.57369653156356
100,20,1.3,-4.24328334552649
100,20,1.4,-3.94200026402297
100,20,1.5,-3.66775771205368
100,20,1.6,-3.41836354050157
100,20,1.7,-3.19164523134389
100,20,1.8,-2.98552214676836
100,20,1.9,-2.79804521264047
100,20,2,-2.62741568007345
100,20,2.1,-2.4719906779483
100,20,2.2,-2.33028066248721
100,20,2.3,-2.20094211244794
100,20,2.4,-2.08276765523651
100,20,2.5,-1.97467503362855
100,20,2.6,-1.87569579755378
100,20,2.7,-1.78496426970052
100,20,2.8,-1.70170710043942
100,20,2.9,-1.62523358098159
100,20,3,-1.55492678747099
100,20,3.1,-1.49023556714282
100,20,3.2,-1.43066734088688
100,20,3.3,-1.37578167548769
100,20,3.4,-1.32518456693305
100,20,3.5,-1.2785233725837
100,20,3.6,-1.2354823295692
100,20,3.7,-1.19577859910588
100,20,3.8,-1.15915878068438
100,20,3.9,-1.12539584447378
100,20,4,-1.09428643525393
100,20,4.1,-1.06564850648627
100,20,4.2,-1.03931924714591
100,20,4.3,-1.01515326960951
100,20,4.4,-0.993021029339073
100,20,4.5,-0.9728074526747
100,20,4.6,-0.954410751220254
100,20,4.7,-0.937741405155684
100,20,4.8,-0.922721300403705
100,20,4.9,-0.909283007659953
100,20,5,-0.897369193442937
100,20,5.1,-0.886932155809701
100,20,5.2,-0.877933480345583
100,20,5.3,-0.870343813275543
100,20,5.4,-0.864142752368649
100,20,5.5,-0.859318857480735
100,20,5.6,-0.855869786659408
100,20,5.7,-0.85380256606291
100,20,5.8,-0.853134005826846
100,20,5.9,-0.853891278357748
100,20,6,-0.856112680553263
100,20,6.1,-0.859848607703468
100,20,6.2,-0.865162774035502
100,20,6.3,-0.872133725292028
100,20,6.4,-0.880856699459567
100,20,6.5,-0.891445908041939
100,20,6.6,-0.904037328993758
100,20,6.7,-0.918792127603404
100,20,6.8,-0.935900854562271
100,20,6.9,-0.955588612684344
100,20,7,-0.978121440523324
100,20,7.1,-1.00381423548901
100,20,7.2,-1.03304064097076
100,20,7.3,-1.06624545626483
100,20,7.4,-1.1039603154415
100,20,7.5,-1.14682363539316
100,20,7.6,-1.19560618811182
100,20,7.7,-1.25124414899435
100,20,7.8,-1.31488217564883
100,20,7.9,-1.38793007537348
100,20,8,-1.47213806625895
100,20,8.1,-1.56969774789704
100,20,8.2,-1.68337899476712
100,20,8.3,-1.81671758083072
100,20,8.4,-1.9742751993562
100,20,8.5,-2.16200379831796
100,20,8.6,-2.38776147511527
100,20,8.7,-2.66204970436359
100,20,8.8,-2.99907347773727
100,20,8.9,-3.41826589179555
100,20,9,-3.94645017256355
100,20,9.1,-4.62075343661245
100,20,9.2,-5.49187746789642
100,20,9.3,-6.62467989190831
100,20,9.4,-8.07892355887408
100,20,9.5,-9.76492800327791
100,20,9.6,-10.5416110689603
100,20,9.7,-7.57167120962311
100,20,9.8,-5.62916725660798
100,20,9.9,-4.93525218732169
100,20,10,-3.95634827829354
100,20,10.1,-2.97765596960953
100,20,10.2,-2.14985976479211
100,20,10.3,-1.49233084686187
100,20,10.4,-0.987905945830318
100,20,10.5,-0.625966407033757
100,20,10.6,-0.428671558801352
100,20,10.7,-0.458385570865324
100,20,10.8,-0.717404352511203
100,20,10.9,-0.979212314997689
100,20,11,-1.03419873439436
100,20,11.1,-0.936099224590246
100,20,11.2,-0.79247873204223
100,20,11.3,-0.653642673283027
100,20,11.4,-0.53389632476315
100,20,11.5,-0.436114040488165
100,20,11.6,-0.364386083877573
100,20,11.7,-0.33862098275604
100,20,11.8,-0.450558882160641
100,20,11.9,-1.24459964045348
100,20,12,-7.52034236268848
100,20,12.1,-5.76486815651821
100,20,12.2,-2.31909432902628
100,20,12.3,-1.4219947872123
100,20,12.4,-1.06041702769101
100,20,12.5,-0.882081156908797
100,20,12.6,-0.790373074677891
100,20,12.7,-0.753187092749458
100,20,12.8,-0.763321138582382
100,20,12.9,-0.831697627509431
100,20,13,-0.998572530527038
100,20,13.1,-1.38498544471472
100,20,13.2,-2.42570325849712
100,20,13.3,-6.20685522880993
100,20,13.4,-8.38791348553731
100,20,13.5,-2.376519013835
100,20,13.6,-0.971742096187828
100,20,13.7,-0.535989634951926
100,20,13.8,-0.357686549912796
100,20,13.9,-0.269857223655203
100,20,14,-0.22068103312986
100,20,14.1,-0.190470996221984
100,20,14.2,-0.170580827159723
100,20,14.3,-0.156781132348221
100,20,14.4,-0.146824332937855
100,20,14.5,-0.139435421564965
100,20,14.6,-0.133852516952357
100,20,14.7,-0.129601381005886
100,20,14.8,-0.126377787088714
100,20,14.9,-0.12398302885412
100,20,15,-0.122287153986241
100,20,15.1,-0.121207427204108
100,20,15.2,-0.120695590009584
100,20,15.3,-0.120730492790165
100,20,15.4,-0.121314251314491
100,20,15.5,-0.122470960299474
100,20,15.6,-0.124247536401721
100,20,15.7,-0.126716645768929
100,20,15.8,-0.129982002238616
100,20,15.9,-0.134186656132383
100,20,16,-0.139525174349776
100,20,16.1,-0.146260169000363
100,20,16.2,-0.154737268287003
100,20,16.3,-0.165326396195653
100,20,16.4,-0.177271246034636
100,20,16.5,-0.196649101683261
100,20,16.6,-0.222265463938763
100,20,16.7,-0.256189395268424
100,20,16.8,-0.304924349375794
100,20,16.9,-0.380114933215979
100,20,17,-0.509362678856336
100,20,17.1,-0.776446664255044
100,20,17.2,-1.54860583260531
100,20,17.3,-4.07295154590184
100,20,17.4,-1.0998386995012
100,20,17.5,-0.428627950230645
100,20,17.6,-0.441101976330757
100,20,17.7,-0.594164331011297
100,20,17.8,-0.8242042880539
100,20,17.9,-1.10832920301243
100,20,18,-1.3961325068918
100,20,18.1,-1.60119292763103
100,20,18.2,-1.65570054931539
100,20,18.3,-1.57085405430187
100,20,18.4,-1.41286899500836
100,20,18.5,-1.2415432991327
100,20,18.6,-1.08752241229422
100,20,18.7,-0.960235254972169
100,20,18.8,-0.859403299945612
100,20,18.9,-0.781729647546219
100,20,19,-0.723784518519951
100,20,19.1,-0.683081341070578
100,20,19.2,-0.658536488931904
100,20,19.3,-0.65094629632933
100,20,19.4,-0.663997046199816
100,20,19.5,-0.706716672878167
100,20,19.6,-0.799830094771944
100,20,19.7,-0.994094169077077
100,20,19.8,-1.4315048249444
100,20,19.9,-2.57684484477042
100,20,20,-5.62410220204602
100,20,20.1,-5.40273239036901
100,20,20.2,-2.44744700485003
100,20,20.3,-1.35483285088775
100,20,20.4,-0.929085685338327
100,20,20.5,-0.733487236584439
100,20,20.6,-0.63427187549816
100,20,20.7,-0.583691158612816
100,20,20.8,-0.562921248712455
100,20,20.9,-0.565352857029158
100,20,21,-0.591911596012638
100,20,21.1,-0.652183056102071
100,20,21.2,-0.773626666075334
100,20,21.3,-1.03752366322933
100,20,21.4,-1.75442482544947
100,20,21.5,-4.872960243327
100,20,21.6,-12.8837281207347
100,20,21.7,-2.30428049077726
100,20,21.8,-0.990716884176194
100,20,21.9,-0.658702838667276
100,20,22,-0.548377300634995
100,20,22.1,-0.514601806588771
100,20,22.2,-0.517613066510598
100,20,22.3,-0.545232972696955
100,20,22.4,-0.595606387649664
100,20,22.5,-0.67306998554479
100,20,22.6,-0.788574668206287
100,20,22.7,-0.963734140558181
100,20,22.8,-1.24132500472724
100,20,22.9,-1.71193206573311
100,20,23,-2.58799743464774
100,20,23.1,-4.44005879425032
100,20,23.2,-9.18837339815004
100,20,23.3,-26.9222110043048
100,20,23.4,-8.44748773205316
100,20,23.5,-4.4262724502351
100,20,23.6,-3.01331278054986
100,20,23.7,-2.78069873528315
100,20,23.8,-4.07593591805403
100,20,23.9,-8.05111492600825
100,20,24,-2.99457370720835
100,20,24.1,-1.2657836970072
100,20,24.2,-0.808916646504529
100,20,24.3,-0.662219829212918
100,20,24.4,-0.644944025367175
100,20,24.5,-0.74128304883291
100,20,24.6,-1.02290292651299
100,20,24.7,-1.19027428957976
100,20,24.8,-0.771473601991166
100,20,24.9,-0.911020214017853
100,20,25,-1.61113131484841
100,20,25.1,-3.60307819470248
100,20,25.2,-15.4875682130381
100,20,25.3,-2.88642121732635
100,20,25.4,-1.6430198811202
100,20,25.5,-1.17568379865306
100,20,25.6,-0.961088953441427
100,20,25.7,-0.940353491888116
100,20,25.8,-1.36924573218946
100,20,25.9,-1.42690282950892
100,20,26,-4.46395526622236
100,20,26.1,-0.661284631687121
100,20,26.2,-0.747655676208458
100,20,26.3,-1.36062776283847
100,20,26.4,-3.67256629825688
100,20,26.5,-1.29686423376372
100,20,26.6,-0.658473448598764
100,20,26.7,-0.926476633288889
100,20,26.8,-0.507355888309542
100,20,26.9,-0.312645273446133
100,20,27,-0.250349978521029
100,20,27.1,-0.259108328753375
100,20,27.2,-0.189755612011919
100,20,27.3,-0.172741736797911
100,20,27.4,-0.163048748635643
100,20,27.5,-0.156133997527259
100,20,27.6,-0.150787322527433
100,20,27.7,-0.146457082993604
100,20,27.8,-0.142835981014487
100,20,27.9,-0.13973501043233
100,20,28,-0.137030555996516
100,20,28.1,-0.134638194878189
100,20,28.2,-0.132498394692034
100,20,28.3,-0.130568187230947
100,20,28.4,-0.12881609874398
100,20,28.5,-0.127218970737175
100,20,28.6,-0.125759943169128
100,20,28.7,-0.124427199253185
100,20,28.8,-0.123213253617443
100,20,28.9,-0.122114679134049
100,20,29,-0.121132252732667
100,20,29.1,-0.120271583591748
100,20,29.2,-0.119544395534188
100,20,29.3,-0.118970809512155
100,20,29.4,-0.118583288302164
100,20,29.5,-0.118433527856704
100,20,29.6,-0.118604886818102
100,20,29.7,-0.119235880568006
100,20,29.8,-0.120567372213994
100,20,29.9,-0.123044915729868
100,20,30,-0.127563378271785
100,20,30.1,-0.136130181554352
100,20,30.2,-0.153993317650472
100,20,30.3,-0.198240985232346
100,20,30.4,-0.343990186349523
100,20,30.5,-0.834216797826155
100,20,30.6,-0.507787560193228
100,20,30.7,-0.23693236966786
100,20,30.8,-0.164238511817698
100,20,30.9,-0.137201789943332
100,20,31,-0.12436686801535
100,20,31.1,-0.117212280441338
100,20,31.2,-0.112750122289039
100,20,31.3,-0.109727041934685
100,20,31.4,-0.107545544976688
100,20,31.5,-0.105892447070396
100,20,31.6,-0.104591304458053
100,20,31.7,-0.103537122023633
100,20,31.8,-0.10266498921446
100,20,31.9,-0.10193412605393
100,20,32,-0.101319643182391
100,20,32.1,-0.100808775812664
100,20,32.2,-0.100400659606552
100,20,32.3,-0.100110875385818
100,20,32.4,-0.099986586393992
100,20,32.5,-0.10015417983611
100,20,32.6,-0.100998431036264
100,20,32.7,-0.10412085369665
100,20,32.8,-0.123053133396544
100,20,32.9,-0.674875709582318
100,20,33,-0.116366125626053
100,20,33.1,-0.10292608642469
100,20,33.2,-0.10185468458422
100,20,33.3,-0.142085336628087
100,20,33.4,-0.106377221560741
100,20,33.5,-0.0983050377601706
100,20,33.6,-0.0971029185411472
100,20,33.7,-0.0966290665490568
100,20,33.8,-0.0963676591671562
100,20,33.9,-0.0962029227967318
100,20,34,-0.0960956569868879
100,20,34.1,-0.0960291829335695
100,20,34.2,-0.0959953771817286
100,20,34.3,-0.0959899947475011
100,20,34.4,-0.0960108100516769
100,20,34.5,-0.0960567880592191
100,20,34.6,-0.0961276899182839
100,20,34.7,-0.0962238861773199
100,20,34.8,-0.0963462831465011
100,20,34.9,-0.0964963222756668
100,20,35,-0.0966760380792597
100,20,35.1,-0.0968881752440586
100,20,35.2,-0.0971363777909515
100,20,35.3,-0.0974254772397935
100,20,35.4,-0.097761927009353
100,20,35.5,-0.0981544635717718
100,20,35.6,-0.0986151330165444
100,20,35.7,-0.0991609284143385
100,20,35.8,-0.0998164883523511
100,20,35.9,-0.100618720245454
100,20,36,-0.101625092410042
100,20,36.1,-0.102929339395962
100,20,36.2,-0.104693233602252
100,20,36.3,-0.107216297786322
100,20,36.4,-0.111105331671925
100,20,36.5,-0.117746063661417
100,20,36.6,-0.130880544245001
100,20,36.7,-0.163486537130055
100,20,36.8,-0.281904555939561
100,20,36.9,-0.788677029429664
100,20,37,-0.369927222604945
100,20,37.1,-0.183861798327737
100,20,37.2,-0.140482262841208
100,20,37.3,-0.125402444191936
100,20,37.4,-0.118959578922496
100,20,37.5,-0.116015853154326
100,20,37.6,-0.114802325742257
100,20,37.7,-0.114607454865592
100,20,37.8,-0.115151440663423
100,20,37.9,-0.11645004707212
100,20,38,-0.119189126817564
100,20,38.1,-0.129174290251358
100,20,38.2,-0.133521288280554
100,20,38.3,-0.122804604954589
100,20,38.4,-0.123751027421175
100,20,38.5,-0.126216953699959
100,20,38.6,-0.129376789976078
100,20,38.7,-0.133164866996566
100,20,38.8,-0.137661531457525
100,20,38.9,-0.143016112934088
100,20,39,-0.149443739865172
100,20,39.1,-0.157244198403356
100,20,39.2,-0.16683784416237
100,20,39.3,-0.178825123260461
100,20,39.4,-0.194085465551213
100,20,39.5,-0.213946765500607
100,20,39.6,-0.2404884576805
100,20,39.7,-0.277112326519877
100,20,39.8,-0.329686822146595
100,20,39.9,-0.409022167762073
100,20,40,-0.536751597408729
100,22,0.1,-9.1729074573143
100,22,0.2,-8.94600315901554
100,22,0.3,-8.5932783036979
100,22,0.4,-8.15340013353482
100,22,0.5,-7.66379317056841
100,22,0.6,-7.15511537035627
100,22,0.7,-6.64962358591529
100,22,0.8,-6.1619477193425
100,22,0.9,-5.70077663704947
100,22,1,-5.27057388604221
100,22,1.1,-4.87297872361593
100,22,1.2,-4.50783625520159
100,22,1.3,-4.17391166090559
100,22,1.4,-3.86936738800126
100,22,1.5,-3.59207338325847
100,22,1.6,-3.33980372033066
100,22,1.7,-3.11035749653688
100,22,1.8,-2.90162993992223
100,22,1.9,-2.71165118031156
100,22,2,-2.53860428688289
100,22,2.1,-2.38083026666123
100,22,2.2,-2.23682508616448
100,22,2.3,-2.10523203672049
100,22,2.4,-1.9848316035926
100,22,2.5,-1.87453022648055
100,22,2.6,-1.77334882644332
100,22,2.7,-1.68041163258796
100,22,2.8,-1.59493561952347
100,22,2.9,-1.51622071770092
100,22,3,-1.44364086511263
100,22,3.1,-1.37663590910967
100,22,3.2,-1.31470432966262
100,22,3.3,-1.25739673569792
100,22,3.4,-1.20431007441716
100,22,3.5,-1.15508249029092
100,22,3.6,-1.1093887694602
100,22,3.7,-1.06693630849224
100,22,3.8,-1.02746155024651
100,22,3.9,-0.990726833961379
100,22,4,-0.956517612030606
100,22,4.1,-0.924639990203594
100,22,4.2,-0.894918553469731
100,22,4.3,-0.867194442911518
100,22,4.4,-0.841323654182632
100,22,4.5,-0.817175530496605
100,22,4.6,-0.794631427298982
100,22,4.7,-0.773583527842877
100,22,4.8,-0.753933791736573
100,22,4.9,-0.73559302079724
100,22,5,-0.718480028127198
100,22,5.1,-0.702520898389711
100,22,5.2,-0.687648328480564
100,22,5.3,-0.673801039063866
100,22,5.4,-0.660923248584223
100,22,5.5,-0.648964202299725
100,22,5.6,-0.63787774940481
100,22,5.7,-0.627621962269884
100,22,5.8,-0.61815879201015
100,22,5.9,-0.609453754936775
100,22,6,-0.601475644744555
100,22,6.1,-0.594196265164396
100,22,6.2,-0.587590177454832
100,22,6.3,-0.58163445694494
100,22,6.4,-0.576308451518458
100,22,6.5,-0.571593534274787
100,22,6.6,-0.567472840311154
100,22,6.7,-0.563930975094284
100,22,6.8,-0.560953678551889
100,22,6.9,-0.558527423352747
100,22,7,-0.556638919229844
100,22,7.1,-0.55527448422731
100,22,7.2,-0.554419230128932
100,22,7.3,-0.554055987261706
100,22,7.4,-0.554163864457488
100,22,7.5,-0.554716294508632
100,22,7.6,-0.555678349506706
100,22,7.7,-0.557003009770183
100,22,7.8,-0.558625917390409
100,22,7.9,-0.560457906100467
100,22,8,-0.562374222332878
100,22,8.1,-0.564198743167747
100,22,8.2,-0.565680496297417
100,22,8.3,-0.5664581120735
100,22,8.4,-0.566004982826761
100,22,8.5,-0.563542992822029
100,22,8.6,-0.557904279355198
100,22,8.7,-0.547306866622675
100,22,8.8,-0.52899258607833
100,22,8.9,-0.498680836075425
100,22,9,-0.4499978717123
100,22,9.1,-0.375525909880872
100,22,9.2,-0.280088369624402
100,22,9.3,-0.256709423451144
100,22,9.4,-0.608002300180253
100,22,9.5,-1.14973664528385
100,22,9.6,-1.2670807558252
100,22,9.7,-1.08939093212321
100,22,9.8,-2.78899981545059
100,22,9.9,-4.01251813793207
100,22,10,-3.73545600917509
100,22,10.1,-3.78599146197277
100,22,10.2,-4.07091714187954
100,22,10.3,-4.57215176722853
100,22,10.4,-5.34143783546149
100,22,10.5,-6.50656457810373
100,22,10.6,-8.33738659944736
100,22,10.7,-11.4803219938003
100,22,10.8,-18.1711782178539
100,22,10.9,-22.5460040784476
100,22,11,-11.8326762631438
100,22,11.1,-7.08624833485571
100,22,11.2,-4.36421154779032
100,22,11.3,-2.69825437567177
100,22,11.4,-1.6612333800357
100,22,11.5,-1.01856347033086
100,22,11.6,-0.646308196746668
100,22,11.7,-0.525276788894705
100,22,11.8,-0.886355589408445
100,22,11.9,-3.33690923752279
100,22,12,-10.532113222682
100,22,12.1,-3.5087715047291
100,22,12.2,-1.60636992981689
100,22,12.3,-0.950719353653935
100,22,12.4,-0.657941942372466
100,22,12.5,-0.514044706531374
100,22,12.6,-0.44952996464235
100,22,12.7,-0.438852498605106
100,22,12.8,-0.474488554873474
100,22,12.9,-0.55914149460605
100,22,13,-0.703379256193833
100,22,13.1,-0.92389330597791
100,22,13.2,-1.23673388216391
100,22,13.3,-1.63488857243574
100,22,13.4,-2.04373043508571
100,22,13.5,-2.30318304742874
100,22,13.6,-2.28425979713796
100,22,13.7,-2.03476745793608
100,22,13.8,-1.70277595053833
100,22,13.9,-1.39163140069419
100,22,14,-1.13649061015348
100,22,14.1,-0.937566045217023
100,22,14.2,-0.784604653293756
100,22,14.3,-0.666704768052268
100,22,14.4,-0.574989489011344
100,22,14.5,-0.502815650854686
100,22,14.6,-0.445351774255348
100,22,14.7,-0.399105961091801
100,22,14.8,-0.361546891838664
100,22,14.9,-0.330828943594941
100,22,15,-0.30560102995313
100,22,15.1,-0.284877083329147
100,22,15.2,-0.26795164418599
100,22,15.3,-0.254350570835117
100,22,15.4,-0.243813687149778
100,22,15.5,-0.2363149633825
100,22,15.6,-0.232141364689141
100,22,15.7,-0.232086627216163
100,22,15.8,-0.237909764311814
100,22,15.9,-0.253495197439295
100,22,16,-0.288187505296383
100,22,16.1,-0.368403020274712
100,22,16.2,-0.591758997050428
100,22,16.3,-1.53503915275266
100,22,16.4,-8.48106263751357
100,22,16.5,-2.13068807761191
100,22,16.6,-0.781974490279016
100,22,16.7,-0.491384982980706
100,22,16.8,-0.406605848443567
100,22,16.9,-0.404853130684329
100,22,17,-0.478862763916235
100,22,17.1,-0.694790332847631
100,22,17.2,-1.31857307579953
100,22,17.3,-3.58320987569042
100,22,17.4,-16.7858712915956
100,22,17.5,-7.403620870905
100,22,17.6,-3.36028456565818
100,22,17.7,-2.16689346937397
100,22,17.8,-1.67135551798623
100,22,17.9,-1.40357369465085
100,22,18,-1.20169559541358
100,22,18.1,-1.00445792591716
100,22,18.2,-0.811351783515846
100,22,18.3,-0.646633186051574
100,22,18.4,-0.523806871437154
100,22,18.5,-0.439848926796304
100,22,18.6,-0.385279379912301
100,22,18.7,-0.351230653434307
100,22,18.8,-0.331381709992685
100,22,18.9,-0.321726535799538
100,22,19,-0.319937404767882
100,22,19.1,-0.324860857435564
100,22,19.2,-0.336224139075687
100,22,19.3,-0.354526884409898
100,22,19.4,-0.381100606865203
100,22,19.5,-0.418358011031927
100,22,19.6,-0.470314821384756
100,22,19.7,-0.543565161219435
100,22,19.8,-0.649056347681389
100,22,19.9,-0.805235108236284
100,22,20,-1.04307856391511
100,22,20.1,-1.41081660687915
100,22,20.2,-1.95950490547563
100,22,20.3,-2.63485282337214
100,22,20.4,-3.04671354267935
100,22,20.5,-2.78352635117468
100,22,20.6,-2.16592426059299
100,22,20.7,-1.6280839250955
100,22,20.8,-1.26582245408246
100,22,20.9,-1.0417320487817
100,22,21,-0.912289296471731
100,22,21.1,-0.850933549459215
100,22,21.2,-0.846808632797938
100,22,21.3,-0.903112026935716
100,22,21.4,-1.04026402710667
100,22,21.5,-1.30773327959167
100,22,21.6,-1.8121308764755
100,22,21.7,-2.76512543838768
100,22,21.8,-4.43278460629038
100,22,21.9,-6.18589891520996
100,22,22,-5.72672848623708
100,22,22.1,-4.12545172741304
100,22,22.2,-2.97621641391012
100,22,22.3,-2.30013125801447
100,22,22.4,-1.90778807635178
100,22,22.5,-1.6809790520471
100,22,22.6,-1.55814491567427
100,22,22.7,-1.50896221431284
100,22,22.8,-1.52112650820579
100,22,22.9,-1.59553669447111
100,22,23,-1.74790513552332
100,22,23.1,-2.01995082104165
100,22,23.2,-2.51659514947716
100,22,23.3,-3.5407154996795
100,22,23.4,-6.15208520840095
100,22,23.5,-10.2245757226404
100,22,23.6,-4.56453035149362
100,22,23.7,-2.85620837887974
100,22,23.8,-2.93571510185704
100,22,23.9,-3.75238524106022
100,22,24,-5.27855111884577
100,22,24.1,-7.81617129460162
100,22,24.2,-11.3173965905021
100,22,24.3,-11.79536435092
100,22,24.4,-8.4356894634736
100,22,24.5,-5.84185692768162
100,22,24.6,-4.40827899336924
100,22,24.7,-4.19973460925402
100,22,24.8,-5.99768450508152
100,22,24.9,-2.36757698591873
100,22,25,-1.30969576123269
100,22,25.1,-0.942313710881745
100,22,25.2,-0.839404879740836
100,22,25.3,-1.79051250291612
100,22,25.4,-2.42279896551698
100,22,25.5,-1.43305823102117
100,22,25.6,-1.09588864654882
100,22,25.7,-0.888964566235564
100,22,25.8,-0.902417268567133
100,22,25.9,-3.79443864298532
100,22,26,-1.50892785728069
100,22,26.1,-1.19331840462133
100,22,26.2,-1.48306324996433
100,22,26.3,-0.643712463324662
100,22,26.4,-0.730274998402825
100,22,26.5,-1.02229417514474
100,22,26.6,-1.93496657247491
100,22,26.7,-6.37694516142058
100,22,26.8,-3.11558155317766
100,22,26.9,-1.03237351957432
100,22,27,-0.604722350364721
100,22,27.1,-0.434031340327935
100,22,27.2,-0.301304946161589
100,22,27.3,-0.25504910011373
100,22,27.4,-0.229315915987924
100,22,27.5,-0.212527116546552
100,22,27.6,-0.200506335427409
100,22,27.7,-0.191325776747402
100,22,27.8,-0.183976298448114
100,22,27.9,-0.177883236944025
100,22,28,-0.172697600671716
100,22,28.1,-0.16819600182777
100,22,28.2,-0.164228920865823
100,22,28.3,-0.160692326912852
100,22,28.4,-0.157511334410025
100,22,28.5,-0.154630394868151
100,22,28.6,-0.152007196037619
100,22,28.7,-0.14960874532489
100,22,28.8,-0.147408783561441
100,22,28.9,-0.145386033486449
100,22,29,-0.143522986331215
100,22,29.1,-0.141805044253082
100,22,29.2,-0.140219904012254
100,22,29.3,-0.138757108705745
100,22,29.4,-0.137407720487561
100,22,29.5,-0.136164084997537
100,22,29.6,-0.135019671455335
100,22,29.7,-0.133968985367307
100,22,29.8,-0.13300756824284
100,22,29.9,-0.132132131422501
100,22,30,-0.131340946993221
100,22,30.1,-0.13063482324619
100,22,30.2,-0.130019625952294
100,22,30.3,-0.129513617679344
100,22,30.4,-0.129173212959983
100,22,30.5,-0.129208782150741
100,22,30.6,-0.130465635774478
100,22,30.7,-0.129952060032522
100,22,30.8,-0.127728718703249
100,22,30.9,-0.127074106027429
100,22,31,-0.12679082502582
100,22,31.1,-0.126646221525677
100,22,31.2,-0.126590764852333
100,22,31.3,-0.126612077329233
100,22,31.4,-0.126708667288497
100,22,31.5,-0.126883809592704
100,22,31.6,-0.127144086523975
100,22,31.7,-0.127499433597662
100,22,31.8,-0.127963976841095
100,22,31.9,-0.128557625451629
100,22,32,-0.129308725852046
100,22,32.1,-0.130258473448605
100,22,32.2,-0.131468482157593
100,22,32.3,-0.133034409895688
100,22,32.4,-0.135112055582092
100,22,32.5,-0.137971477011438
100,22,32.6,-0.142121553640779
100,22,32.7,-0.148640722858959
100,22,32.8,-0.160258471006752
100,22,32.9,-0.186298249800234
100,22,33,-0.286076045182479
100,22,33.1,-3.41666938150106
100,22,33.2,-0.340467061311785
100,22,33.3,-0.538351007451145
100,22,33.4,-11.7443746844982
100,22,33.5,-0.582454412540522
100,22,33.6,-0.243718255184463
100,22,33.7,-0.180187870105281
100,22,33.8,-0.158456892058612
100,22,33.9,-0.148921180077932
100,22,34,-0.144233964006912
100,22,34.1,-0.141873131670566
100,22,34.2,-0.140786778067297
100,22,34.3,-0.140476039278092
100,22,34.4,-0.140682833851513
100,22,34.5,-0.14126618461831
100,22,34.6,-0.142147565756075
100,22,34.7,-0.143284783211263
100,22,34.8,-0.144658890032432
100,22,34.9,-0.146267642711687
100,22,35,-0.148122619754677
100,22,35.1,-0.150248737215532
100,22,35.2,-0.152685726024076
100,22,35.3,-0.155491681726281
100,22,35.4,-0.158749316177392
100,22,35.5,-0.162576241096947
100,22,35.6,-0.167141780867946
100,22,35.7,-0.17269498127245
100,22,35.8,-0.179612799365988
100,22,35.9,-0.188486594564774
100,22,36,-0.200285661623682
100,22,36.1,-0.216686740525598
100,22,36.2,-0.240792229240128
100,22,36.3,-0.278858802152055
100,22,36.4,-0.345030756005171
100,22,36.5,-0.476775437585872
100,22,36.6,-0.799443006420052
100,22,36.7,-1.91611074919106
100,22,36.8,-7.85365567742489
100,22,36.9,-3.71301083176354
100,22,37,-1.23551985388427
100,22,37.1,-0.663880170607912
100,22,37.2,-0.461692844467723
100,22,37.3,-0.370786935627183
100,22,37.4,-0.32431291441712
100,22,37.5,-0.299372495755401
100,22,37.6,-0.286797377271818
100,22,37.7,-0.283090778794165
100,22,37.8,-0.288861194519319
100,22,37.9,-0.314041943343876
100,22,38,-0.43025405499437
100,22,38.1,-0.852359353213899
100,22,38.2,-0.35640671298047
100,22,38.3,-0.296990128641574
100,22,38.4,-0.290370338877524
100,22,38.5,-0.294517735424845
100,22,38.6,-0.302903225444734
100,22,38.7,-0.313956254379541
100,22,38.8,-0.327280390816593
100,22,38.9,-0.342880000167918
100,22,39,-0.360952959491594
100,22,39.1,-0.381830393612002
100,22,39.2,-0.405965707825
100,22,39.3,-0.433945298642212
100,22,39.4,-0.466512340376311
100,22,39.5,-0.504600919579511
100,22,39.6,-0.549379259591812
100,22,39.7,-0.60229970388152
100,22,39.8,-0.665148940062689
100,22,39.9,-0.740082278757003
100,22,40,-0.829605994547268
100,23,0.1,-9.17540944120155
100,23,0.2,-8.95236027469224
100,23,0.3,-8.60459898814748
100,23,0.4,-8.16994065020437
100,23,0.5,-7.68513464193148
100,23,0.6,-7.18045285100987
100,23,0.7,-6.67801351002159
100,23,0.8,-6.19246653694564
100,23,0.9,-5.73260168494972
100,23,1,-5.30301316390498
100,23,1.1,-4.90547235854047
100,23,1.2,-4.5399445729104
100,23,1.3,-4.20529828645557
100,23,1.4,-3.89978169301969
100,23,1.5,-3.62133425623458
100,23,1.6,-3.36778540687797
100,23,1.7,-3.13697765324347
100,23,1.8,-2.92683976991074
100,23,1.9,-2.73542740025683
100,23,2,-2.56094266291519
100,23,2.1,-2.40174045298587
100,23,2.2,-2.2563265371044
100,23,2.3,-2.12335078957338
100,23,2.4,-2.00159776403422
100,23,2.5,-1.88997601450761
100,23,2.6,-1.78750706788122
100,23,2.7,-1.69331460212642
100,23,2.8,-1.60661415880975
100,23,2.9,-1.52670356696739
100,23,3,-1.45295415983982
100,23,3.1,-1.38480280154416
100,23,3.2,-1.3217447043275
100,23,3.3,-1.26332699362462
100,23,3.4,-1.2091429665599
100,23,3.5,-1.1588269835765
100,23,3.6,-1.11204993320691
100,23,3.7,-1.06851521074099
