"offset [um]","PinCount []","Freq [GHz]","dB(St(VCC_moving_T1,VCC_moving_T1)) []"
-100,22,17.1,-0.580920501004972
-100,22,17.2,-0.913204228190754
-100,22,17.3,-1.96388539815078
-100,22,17.4,-6.73885951704127
-100,22,17.5,-9.98727905256398
-100,22,17.6,-3.23063469247481
-100,22,17.7,-1.74392584937739
-100,22,17.8,-1.26643823337218
-100,22,17.9,-1.11111702517623
-100,22,18,-1.10391601471058
-100,22,18.1,-1.13473129658377
-100,22,18.2,-1.02861488247861
-100,22,18.3,-0.76512302497117
-100,22,18.4,-0.54040857335309
-100,22,18.5,-0.411913095229037
-100,22,18.6,-0.345369357637213
-100,22,18.7,-0.311536253685769
-100,22,18.8,-0.295379946664281
-100,22,18.9,-0.289765251810523
-100,22,19,-0.291365644700082
-100,22,19.1,-0.298770387471211
-100,22,19.2,-0.311672144044272
-100,22,19.3,-0.330563723400261
-100,22,19.4,-0.356714416101399
-100,22,19.5,-0.392364037306298
-100,22,19.6,-0.441176077688882
-100,22,19.7,-0.50909664309686
-100,22,19.8,-0.605920359559801
-100,22,19.9,-0.748085559388365
-100,22,20,-0.96328785377908
-100,22,20.1,-1.29572851983192
-100,22,20.2,-1.79860025125368
-100,22,20.3,-2.45328360267973
-100,22,20.4,-2.94625228657119
-100,22,20.5,-2.80910860989011
-100,22,20.6,-2.23033422574864
-100,22,20.7,-1.67769152553389
-100,22,20.8,-1.29459124363243
-100,22,20.9,-1.05451381802962
-100,22,21,-0.912930209253182
-100,22,21.1,-0.840592944854369
-100,22,21.2,-0.823766201980571
-100,22,21.3,-0.861843101246713
-100,22,21.4,-0.968674292559675
-100,22,21.5,-1.18044364976032
-100,22,21.6,-1.5750073569705
-100,22,21.7,-2.3043848028836
-100,22,21.8,-3.56071405283513
-100,22,21.9,-4.95340489340789
-100,22,22,-4.77878660904138
-100,22,22.1,-3.46426553635121
-100,22,22.2,-2.43057480395376
-100,22,22.3,-1.81109120683925
-100,22,22.4,-1.44892368627178
-100,22,22.5,-1.23454650327236
-100,22,22.6,-1.10972559584076
-100,22,22.7,-1.04536788672047
-100,22,22.8,-1.02904611466855
-100,22,22.9,-1.06064634918085
-100,22,23,-1.1553118957149
-100,22,23.1,-1.36103192256212
-100,22,23.2,-1.83192397227285
-100,22,23.3,-3.2244025254269
-100,22,23.4,-9.87111694969309
-100,22,23.5,-6.46937419054956
-100,22,23.6,-2.79615198103762
-100,22,23.7,-2.26972903841431
-100,22,23.8,-2.50339088669919
-100,22,23.9,-3.25947289764847
-100,22,24,-4.80869344261295
-100,22,24.1,-8.05652910446621
-100,22,24.2,-15.8909026489256
-100,22,24.3,-13.666318388889
-100,22,24.4,-7.03736348002092
-100,22,24.5,-4.21718825100447
-100,22,24.6,-2.89296883038103
-100,22,24.7,-2.41530651539908
-100,22,24.8,-3.27159537430291
-100,22,24.9,-3.20457900036401
-100,22,25,-1.2658712984254
-100,22,25.1,-0.84380597094169
-100,22,25.2,-0.738079835579827
-100,22,25.3,-1.07090363868973
-100,22,25.4,-3.17889201094337
-100,22,25.5,-1.80612329385108
-100,22,25.6,-2.27138693662335
-100,22,25.7,-0.744354764934856
-100,22,25.8,-1.35037042556934
-100,22,25.9,-3.61898532094052
-100,22,26,-1.13604044721523
-100,22,26.1,-0.787339638420009
-100,22,26.2,-0.762476507722985
-100,22,26.3,-0.67125572180653
-100,22,26.4,-0.591687708403515
-100,22,26.5,-0.82523475880124
-100,22,26.6,-1.76692908594216
-100,22,26.7,-6.93555308747077
-100,22,26.8,-3.07073112932818
-100,22,26.9,-1.11644683099169
-100,22,27,-0.776431350620821
-100,22,27.1,-0.397447213366239
-100,22,27.2,-0.299984238431505
-100,22,27.3,-0.255463993615684
-100,22,27.4,-0.229802897772552
-100,22,27.5,-0.212953040234985
-100,22,27.6,-0.200887465542064
-100,22,27.7,-0.19169748210455
-100,22,27.8,-0.184372142455288
-100,22,27.9,-0.178330441432075
-100,22,28,-0.173216449483046
-100,22,28.1,-0.16880048973927
-100,22,28.2,-0.164927774310399
-100,22,28.3,-0.16149005417695
-100,22,28.4,-0.158409171597448
-100,22,28.5,-0.155627105764027
-100,22,28.6,-0.153099724611128
-100,22,28.7,-0.150792736012096
-100,22,28.8,-0.148678989514495
-100,22,28.9,-0.146736632924393
-100,22,29,-0.144947824957169
-100,22,29.1,-0.143297818915575
-100,22,29.2,-0.141774300013078
-100,22,29.3,-0.140366900567031
-100,22,29.4,-0.13906684376156
-100,22,29.5,-0.137866684428247
-100,22,29.6,-0.13676012840543
-100,22,29.7,-0.135741923770048
-100,22,29.8,-0.134807831370478
-100,22,29.9,-0.133954705410774
-100,22,30,-0.133180762969753
-100,22,30.1,-0.132486237026353
-100,22,30.2,-0.131874920376664
-100,22,30.3,-0.131358069711267
-100,22,30.4,-0.130965590554753
-100,22,30.5,-0.130784574926021
-100,22,30.6,-0.131132057706811
-100,22,30.7,-0.13359533907143
-100,22,30.8,-0.139123142534164
-100,22,30.9,-0.132113205181075
-100,22,31,-0.129797369073235
-100,22,31.1,-0.129082923749815
-100,22,31.2,-0.128797029021831
-100,22,31.3,-0.128698474715041
-100,22,31.4,-0.128720529708292
-100,22,31.5,-0.128842718835977
-100,22,31.6,-0.129061385058198
-100,22,31.7,-0.129381470301278
-100,22,31.8,-0.129814423322975
-100,22,31.9,-0.130378608111759
-100,22,32,-0.131101436749505
-100,22,32.1,-0.132023551687747
-100,22,32.2,-0.133206325382307
-100,22,32.3,-0.134745547073941
-100,22,32.4,-0.136797770799389
-100,22,32.5,-0.139635145017566
-100,22,32.6,-0.143772451681638
-100,22,32.7,-0.150310634177895
-100,22,32.8,-0.162121330266972
-100,22,32.9,-0.190222366151655
-100,22,33,-0.362273095605596
-100,22,33.1,-0.458597963797528
-100,22,33.2,-0.581450232526036
-100,22,33.3,-11.3654575160416
-100,22,33.4,-0.55371631200195
-100,22,33.5,-0.235707387227423
-100,22,33.6,-0.175881800908331
-100,22,33.7,-0.155690660740166
-100,22,33.8,-0.146987057927823
-100,22,33.9,-0.142800368590382
-100,22,34,-0.140753977228363
-100,22,34.1,-0.139865018129799
-100,22,34.2,-0.139671399456448
-100,22,34.3,-0.139935961694957
-100,22,34.4,-0.140529962269702
-100,22,34.5,-0.141381886145634
-100,22,34.6,-0.142453101603757
-100,22,34.7,-0.143725688563443
-100,22,34.8,-0.145196310371175
-100,22,34.9,-0.146873409934181
-100,22,35,-0.148776516678643
-100,22,35.1,-0.150937206792444
-100,22,35.2,-0.153401731484602
-100,22,35.3,-0.156235745926904
-100,22,35.4,-0.159532104176024
-100,22,35.5,-0.163423545344833
-100,22,35.6,-0.168103665023412
-100,22,35.7,-0.173862644796129
-100,22,35.8,-0.181150634706984
-100,22,35.9,-0.190695958405706
-100,22,36,-0.203739445402369
-100,22,36.1,-0.222535282582369
-100,22,36.2,-0.251527753852465
-100,22,36.3,-0.30047647380288
-100,22,36.4,-0.394248239215897
-100,22,36.5,-0.611630855703421
-100,22,36.6,-1.30496724079244
-100,22,36.7,-5.07375584521713
-100,22,36.8,-4.68202194707526
-100,22,36.9,-1.27861535898631
-100,22,37,-0.630383251499325
-100,22,37.1,-0.423795230083868
-100,22,37.2,-0.335740644887947
-100,22,37.3,-0.291736235565663
-100,22,37.4,-0.267829984620716
-100,22,37.5,-0.254585199843591
-100,22,37.6,-0.247943667504233
-100,22,37.7,-0.246863682949164
-100,22,37.8,-0.256352403482646
-100,22,37.9,-0.336157602387831
-100,22,38,-0.388880271870217
-100,22,38.1,-0.290352902236259
-100,22,38.2,-0.275534562207219
-100,22,38.3,-0.275046148285871
-100,22,38.4,-0.279313034129377
-100,22,38.5,-0.286152621075494
-100,22,38.6,-0.294901625517177
-100,22,38.7,-0.305365853608961
-100,22,38.8,-0.317548597276699
-100,22,38.9,-0.331564174245217
-100,22,39,-0.347609012308152
-100,22,39.1,-0.365955158604186
-100,22,39.2,-0.386954927767595
-100,22,39.3,-0.411052850779565
-100,22,39.4,-0.438803793839949
-100,22,39.5,-0.470897177005187
-100,22,39.6,-0.508187491252815
-100,22,39.7,-0.551730865669427
-100,22,39.8,-0.60282586426835
-100,22,39.9,-0.66305300064666
-100,22,40,-0.734299723262317
-100,23,0.1,-4.11384893555611
-100,23,0.2,-4.12574732029485
-100,23,0.3,-4.13839359507327
-100,23,0.4,-4.15241419898356
-100,23,0.5,-4.16774965384745
-100,23,0.6,-4.18406566145809
-100,23,0.7,-4.20088380567298
-100,23,0.8,-4.21760836433564
-100,23,0.9,-4.23353261382774
-100,23,1,-4.24784326143937
-100,23,1.1,-4.25962752845942
-100,23,1.2,-4.26788495934705
-100,23,1.3,-4.27154554192282
-100,23,1.4,-4.26949534890674
-100,23,1.5,-4.26061032215201
-100,23,1.6,-4.24379797617505
-100,23,1.7,-4.21804571218439
-100,23,1.8,-4.18247320815347
-100,23,1.9,-4.13638515632494
-100,23,2,-4.07931970161556
-100,23,2.1,-4.01108755667067
-100,23,2.2,-3.93179712678634
-100,23,2.3,-3.84186214508289
-100,23,2.4,-3.74199016846158
-100,23,2.5,-3.63315250858541
-100,23,2.6,-3.51653836298806
-100,23,2.7,-3.39349764204612
-100,23,2.8,-3.2654779749622
-100,23,2.9,-3.13396149274337
-100,23,3,-3.00040633565936
-100,23,3.1,-2.8661966313305
-100,23,3.2,-2.73260323767065
-100,23,3.3,-2.60075611681888
-100,23,3.4,-2.471627993589
-100,23,3.5,-2.34602807685013
-100,23,3.6,-2.22460409414
-100,23,3.7,-2.10785068114685
-100,23,3.8,-1.99612219938995
-100,23,3.9,-1.88964825401043
-100,23,4,-1.78855046883953
-100,23,4.1,-1.69285939387747
-100,23,4.2,-1.60253072791243
-100,23,4.3,-1.51746031023651
-100,23,4.4,-1.43749756150929
-100,23,4.5,-1.36245722850933
-100,23,4.6,-1.29212941674
-100,23,4.7,-1.22628798293218
-100,23,4.8,-1.16469741556367
-100,23,4.9,-1.10711836199351
-100,23,5,-1.05331197204454
-100,23,5.1,-1.00304322795322
-100,23,5.2,-0.956083420765834
-100,23,5.3,-0.912211918932497
-100,23,5.4,-0.871217358869776
-100,23,5.5,-0.832898369588727
-100,23,5.6,-0.797063926880953
-100,23,5.7,-0.763533416970191
-100,23,5.8,-0.73213647539058
-100,23,5.9,-0.702712654596258
-100,23,6,-0.675110962673552
-100,23,6.1,-0.649189307012263
-100,23,6.2,-0.624813868163095
-100,23,6.3,-0.601858423572677
-100,23,6.4,-0.580203634673672
-100,23,6.5,-0.559736307093413
-100,23,6.6,-0.540348629931962
-100,23,6.7,-0.521937397357814
-100,23,6.8,-0.504403214186021
-100,23,6.9,-0.487649686082075
-100,23,7,-0.471582595296267
-100,23,7.1,-0.456109065487794
-100,23,7.2,-0.441136723326345
-100,23,7.3,-0.426572874469074
-100,23,7.4,-0.412323726821557
-100,23,7.5,-0.398293722504023
-100,23,7.6,-0.384385086015954
-100,23,7.7,-0.370497776970303
-100,23,7.8,-0.356530171641034
-100,23,7.9,-0.342381035145389
-100,23,8,-0.327953761130634
-100,23,8.1,-0.313164598567974
-100,23,8.2,-0.297957941398296
-100,23,8.3,-0.282334297329555
-100,23,8.4,-0.266401453320702
-100,23,8.5,-0.250469146469469
-100,23,8.6,-0.235227905238816
-100,23,8.7,-0.222097080866027
-100,23,8.8,-0.213929162071035
-100,23,8.9,-0.216507902313805
-100,23,9,-0.24193993752531
-100,23,9.1,-0.316947494415471
-100,23,9.2,-0.505103595468928
-100,23,9.3,-0.9726363216165
-100,23,9.4,-2.19174291675383
-100,23,9.5,-5.24253183892897
-100,23,9.6,-6.43137906896257
-100,23,9.7,-2.71826372570886
-100,23,9.8,-2.44581352464253
-100,23,9.9,-7.93087494888999
-100,23,10,-18.2136811936135
-100,23,10.1,-11.2798592146747
-100,23,10.2,-8.06232536576047
-100,23,10.3,-6.58121620241995
-100,23,10.4,-5.802389569513
-100,23,10.5,-5.38438390120068
-100,23,10.6,-5.18631778727624
-100,23,10.7,-5.14131863607082
-100,23,10.8,-5.21245976686918
-100,23,10.9,-5.36986476045349
-100,23,11,-5.56788510122881
-100,23,11.1,-5.71032231864563
-100,23,11.2,-5.61175188807927
-100,23,11.3,-5.03893906707003
-100,23,11.4,-3.94631430732108
-100,23,11.5,-2.66611279833939
-100,23,11.6,-1.68667879082457
-100,23,11.7,-1.35635507065221
-100,23,11.8,-1.94960398965502
-100,23,11.9,-4.16752099145835
-100,23,12,-10.8552262118098
-100,23,12.1,-14.4905729998411
-100,23,12.2,-5.69905260842027
-100,23,12.3,-2.84853008162422
-100,23,12.4,-1.64474700668031
-100,23,12.5,-1.06944260185316
-100,23,12.6,-0.774181537707927
-100,23,12.7,-0.617846069027944
-100,23,12.8,-0.53598553198924
-100,23,12.9,-0.496252010655239
-100,23,13,-0.481131185628881
-100,23,13.1,-0.480535311599704
-100,23,13.2,-0.488353068890032
-100,23,13.3,-0.500731088759143
-100,23,13.4,-0.515169805137121
-100,23,13.5,-0.530025270101157
-100,23,13.6,-0.54422279216365
-100,23,13.7,-0.557084852844771
-100,23,13.8,-0.568222115680706
-100,23,13.9,-0.577459896821475
-100,23,14,-0.58478504622034
-100,23,14.1,-0.590305154370947
-100,23,14.2,-0.5942159096672
-100,23,14.3,-0.596774582742039
-100,23,14.4,-0.598278723480017
-100,23,14.5,-0.599049656821105
-100,23,14.6,-0.599420533293951
-100,23,14.7,-0.599728717572688
-100,23,14.8,-0.600312301878871
-100,23,14.9,-0.601510592480771
-100,23,15,-0.603668594421983
-100,23,15.1,-0.607145878302397
-100,23,15.2,-0.612330869324633
-100,23,15.3,-0.619662789351381
-100,23,15.4,-0.62966573119534
-100,23,15.5,-0.643003847428893
-100,23,15.6,-0.660576280104625
-100,23,15.7,-0.683692702990969
-100,23,15.8,-0.714426184901947
-100,23,15.9,-0.7563951475994
-100,23,16,-0.816714780618724
-100,23,16.1,-0.911673537752408
-100,23,16.2,-1.0871505056272
-100,23,16.3,-1.51991613002124
-100,23,16.4,-3.38233215090303
-100,23,16.5,-11.1573433731677
-100,23,16.6,-2.39650810156774
-100,23,16.7,-1.43390823921545
-100,23,16.8,-1.24158725991647
-100,23,16.9,-1.20494425872856
-100,23,17,-1.21265711457673
-100,23,17.1,-1.23039747872592
-100,23,17.2,-1.24343130089077
-100,23,17.3,-1.24540497065147
-100,23,17.4,-1.23605306327157
-100,23,17.5,-1.22057670717394
-100,23,17.6,-1.20912580311752
-100,23,17.7,-1.21675939310174
-100,23,17.8,-1.26428694662416
-100,23,17.9,-1.37500408634432
-100,23,18,-1.53809589874941
-100,23,18.1,-1.61192283861415
-100,23,18.2,-1.45320085752833
-100,23,18.3,-1.21557656823095
-100,23,18.4,-1.04485497415395
-100,23,18.5,-0.94894087293996
-100,23,18.6,-0.904377728906601
-100,23,18.7,-0.893991830183453
-100,23,18.8,-0.907958532340041
-100,23,18.9,-0.940434464613658
-100,23,19,-0.987016840009378
-100,23,19.1,-1.04298113350809
-100,23,19.2,-1.10201019036002
-100,23,19.3,-1.15557465535412
-100,23,19.4,-1.19352831795256
-100,23,19.5,-1.20637712997153
-100,23,19.6,-1.1886402882442
-100,23,19.7,-1.14132627301743
-100,23,19.8,-1.07159209417649
-100,23,19.9,-0.989761107285509
-100,23,20,-0.905829455713206
-100,23,20.1,-0.827352123436558
-100,23,20.2,-0.759055038040505
-100,23,20.3,-0.703503413461477
-100,23,20.4,-0.662107599604405
-100,23,20.5,-0.636121253346097
-100,23,20.6,-0.627645416094999
-100,23,20.7,-0.640941240975879
-100,23,20.8,-0.684774187103563
-100,23,20.9,-0.77758514037425
-100,23,21,-0.960598688687129
-100,23,21.1,-1.33514281446929
-100,23,21.2,-2.17657957456779
-100,23,21.3,-4.17171318327435
-100,23,21.4,-6.45879608351169
-100,23,21.5,-4.1719306476086
-100,23,21.6,-2.30696478136306
-100,23,21.7,-1.50873915790267
-100,23,21.8,-1.15391598456321
-100,23,21.9,-0.992854170753838
-100,23,22,-0.93398374455221
-100,23,22.1,-0.943779182678387
-100,23,22.2,-1.01482379282248
-100,23,22.3,-1.15749434696096
-100,23,22.4,-1.40321525186784
-100,23,22.5,-1.82029000393997
-100,23,22.6,-2.5538497010491
-100,23,22.7,-3.90867197583774
-100,23,22.8,-6.32818344143846
-100,23,22.9,-8.24894608956578
-100,23,23,-5.7708872169697
-100,23,23.1,-3.33347655672174
-100,23,23.2,-2.16022477828413
-100,23,23.3,-1.79207838054452
-100,23,23.4,-2.16291283456941
-100,23,23.5,-4.03322695617507
-100,23,23.6,-9.48572130481635
-100,23,23.7,-7.65307251287761
-100,23,23.8,-3.92129355573149
-100,23,23.9,-2.46909197831018
-100,23,24,-1.83599486352892
-100,23,24.1,-1.54685782534839
-100,23,24.2,-1.44961576764793
-100,23,24.3,-1.51126551031817
-100,23,24.4,-1.78651704648994
-100,23,24.5,-2.5087766675574
-100,23,24.6,-4.57039150094159
-100,23,24.7,-9.65991549596438
-100,23,24.8,-5.61385666015086
-100,23,24.9,-7.86566071929019
-100,23,25,-7.93081939387614
-100,23,25.1,-2.17121978126119
-100,23,25.2,-1.1205759581806
-100,23,25.3,-1.25357023343346
-100,23,25.4,-4.6725893826684
-100,23,25.5,-2.61286040779896
-100,23,25.6,-1.72923083756216
-100,23,25.7,-2.50263890545992
-100,23,25.8,-0.836746225934538
-100,23,25.9,-0.463783075358475
-100,23,26,-0.464315982093645
-100,23,26.1,-0.469238028497868
-100,23,26.2,-0.532135520885408
-100,23,26.3,-0.731015100169286
-100,23,26.4,-0.859001707836674
-100,23,26.5,-1.28524189951053
-100,23,26.6,-2.35147243187628
-100,23,26.7,-5.79192462576263
-100,23,26.8,-18.874177478555
-100,23,26.9,-10.3944831892896
-100,23,27,-3.02445914690935
-100,23,27.1,-1.39545719403343
-100,23,27.2,-0.824466131503945
-100,23,27.3,-0.561335114098776
-100,23,27.4,-0.418781584012944
-100,23,27.5,-0.332893151450025
-100,23,27.6,-0.277100417787132
-100,23,27.7,-0.238765427759205
-100,23,27.8,-0.211256841975382
-100,23,27.9,-0.190824162905859
-100,23,28,-0.175216638804875
-100,23,28.1,-0.16301692307567
-100,23,28.2,-0.153296135639817
-100,23,28.3,-0.145424689276021
-100,23,28.4,-0.138963410622686
-100,23,28.5,-0.133598252603421
-100,23,28.6,-0.129099741432547
-100,23,28.7,-0.125297005209158
-100,23,28.8,-0.122060691513829
-100,23,28.9,-0.119291467910545
-100,23,29,-0.116912125743484
-100,23,29.1,-0.114862070972095
-100,23,29.2,-0.113093440130988
-100,23,29.3,-0.111568360441317
-100,23,29.4,-0.110257056880065
-100,23,29.5,-0.109136642712685
-100,23,29.6,-0.108190549950928
-100,23,29.7,-0.107408704422618
-100,23,29.8,-0.106788801965474
-100,23,29.9,-0.106339574889387
-100,23,30,-0.106088237130825
-100,23,30.1,-0.106097867110663
-100,23,30.2,-0.106511650934611
-100,23,30.3,-0.107681831936199
-100,23,30.4,-0.110625904082329
-100,23,30.5,-0.119145832783816
-100,23,30.6,-0.152505457283918
-100,23,30.7,-0.194257676361249
-100,23,30.8,-0.130076530836616
-100,23,30.9,-0.112706636798029
-100,23,31,-0.107626734089063
-100,23,31.1,-0.105647752226429
-100,23,31.2,-0.1047659869576
-100,23,31.3,-0.104378009354788
-100,23,31.4,-0.104256168547136
-100,23,31.5,-0.104300609039414
-100,23,31.6,-0.104463114617796
-100,23,31.7,-0.104719472485344
-100,23,31.8,-0.105058283780054
-100,23,31.9,-0.105476283327101
-100,23,32,-0.105976747332421
-100,23,32.1,-0.106569886381273
-100,23,32.2,-0.107275269168727
-100,23,32.3,-0.108127422056397
-100,23,32.4,-0.109187778821663
-100,23,32.5,-0.110571303124672
-100,23,32.6,-0.112511585956437
-100,23,32.7,-0.115543135748887
-100,23,32.8,-0.121121424407721
-100,23,32.9,-0.1344712175238
-100,23,33,-0.187262002247104
-100,23,33.1,-1.29166977494781
-100,23,33.2,-0.391058222373195
-100,23,33.3,-0.180043747203297
-100,23,33.4,-0.590055947828302
-100,23,33.5,-0.148437005685682
-100,23,33.6,-0.127413186103008
-100,23,33.7,-0.124022861510953
-100,23,33.8,-0.12333999822328
-100,23,33.9,-0.123638022323381
-100,23,34,-0.124451521333825
-100,23,34.1,-0.1256060632301
-100,23,34.2,-0.127027243864422
-100,23,34.3,-0.128684490330901
-100,23,34.4,-0.130570398486141
-100,23,34.5,-0.132692199607695
-100,23,34.6,-0.135068223180794
-100,23,34.7,-0.137726805257929
-100,23,34.8,-0.140706661838523
-100,23,34.9,-0.144058387182676
-100,23,35,-0.147847061372646
-100,23,35.1,-0.152156177387436
-100,23,35.2,-0.157093325029153
-100,23,35.3,-0.162798368001569
-100,23,35.4,-0.169455303305801
-100,23,35.5,-0.177309727974825
-100,23,35.6,-0.186695086159099
-100,23,35.7,-0.198073063449313
-100,23,35.8,-0.212097491860926
-100,23,35.9,-0.229718695996024
-100,23,36,-0.252360170521917
-100,23,36.1,-0.28223053659052
-100,23,36.2,-0.322901923799824
-100,23,36.3,-0.380445703708439
-100,23,36.4,-0.46582009330586
-100,23,36.5,-0.600316767614727
-100,23,36.6,-0.829264078465001
-100,23,36.7,-1.26068660114411
-100,23,36.8,-2.18790261546943
-100,23,36.9,-4.48379157836832
-100,23,37,-9.28044495477441
-100,23,37.1,-6.67726517405421
-100,23,37.2,-3.32186698578733
-100,23,37.3,-1.99195004891717
-100,23,37.4,-1.43706344038233
-100,23,37.5,-1.21287932516934
-100,23,37.6,-1.17963667977174
-100,23,37.7,-1.31936638445054
-100,23,37.8,-1.70919704922913
-100,23,37.9,-2.57798517677846
-100,23,38,-4.2919294390363
-100,23,38.1,-5.64766251215659
-100,23,38.2,-3.98932092181566
-100,23,38.3,-2.32114020596605
-100,23,38.4,-1.46030103356323
-100,23,38.5,-1.01990769539838
-100,23,38.6,-0.775482358805297
-100,23,38.7,-0.628615363476183
-100,23,38.8,-0.534567035505672
-100,23,38.9,-0.471369762742325
-100,23,39,-0.427408022159019
-100,23,39.1,-0.396143879774167
-100,23,39.2,-0.37371354026215
-100,23,39.3,-0.357759921840039
-100,23,39.4,-0.34683854210199
-100,23,39.5,-0.340112985728925
-100,23,39.6,-0.337217263838538
-100,23,39.7,-0.338243124120036
-100,23,39.8,-0.343871900070577
-100,23,39.9,-0.355763867055207
-100,23,40,-0.377553027570605
-100,24,0.1,-4.11576798491383
-100,24,0.2,-4.12962040011099
-100,24,0.3,-4.14521512798616
-100,24,0.4,-4.16321991662471
-100,24,0.5,-4.18360428888713
-100,24,0.6,-4.20605903528718
-100,24,0.7,-4.23012815235029
-100,24,0.8,-4.25523461171705
-100,24,0.9,-4.28068450477664
-100,24,1,-4.30566858532172
-100,24,1.1,-4.32926595656672
-100,24,1.2,-4.35045219057501
-100,24,1.3,-4.3681137333879
-100,24,1.4,-4.38107014847578
-100,24,1.5,-4.38810524405492
-100,24,1.6,-4.38800732930884
-100,24,1.7,-4.37961775553357
-100,24,1.8,-4.36188557104353
-100,24,1.9,-4.33392473628673
-100,24,2,-4.29506914657784
-100,24,2.1,-4.24492001017552
-100,24,2.2,-4.18338018590474
-100,24,2.3,-4.11067105369753
-100,24,2.4,-4.02732929573044
-100,24,2.5,-3.9341833313346
-100,24,2.6,-3.83231162817408
-100,24,2.7,-3.72298720462318
-100,24,2.8,-3.60761398422105
-100,24,2.9,-3.48766104643244
-100,24,3,-3.36460030976537
-100,24,3.1,-3.23985199884158
-100,24,3.2,-3.11474071686506
-100,24,3.3,-2.99046337962283
-100,24,3.4,-2.86806891509505
-100,24,3.5,-2.74844862320187
-100,24,3.6,-2.63233547301085
-100,24,3.7,-2.52031034052698
-100,24,3.8,-2.41281319299137
-100,24,3.9,-2.31015741186268
-100,24,4,-2.21254573499853
-100,24,4.1,-2.12008662565825
-100,24,4.2,-2.03281019240949
-100,24,4.3,-1.95068306808937
-100,24,4.4,-1.87362188898641
-100,24,4.5,-1.80150519900408
-100,24,4.6,-1.73418373741811
-100,24,4.7,-1.67148916303321
-100,24,4.8,-1.61324132662206
-100,24,4.9,-1.55925423755393
-100,24,5,-1.50934088567939
-100,24,5.1,-1.46331708112967
-100,24,5.2,-1.42100446814876
-100,24,5.3,-1.38223285716453
-100,24,5.4,-1.34684200476759
-100,24,5.5,-1.31468295670455
-100,24,5.6,-1.28561905356444
-100,24,5.7,-1.25952668566764
-100,24,5.8,-1.23629587149928
-100,24,5.9,-1.21583072353163
-100,24,6,-1.19804985714893
-100,24,6.1,-1.18288679115693
-100,24,6.2,-1.17029038407329
-100,24,6.3,-1.16022534623921
-100,24,6.4,-1.15267286741289
-100,24,6.5,-1.14763139782575
-100,24,6.6,-1.14511762369887
-100,24,6.7,-1.14516768057838
-100,24,6.8,-1.14783865257353
-100,24,6.9,-1.15321041275183
-100,24,7,-1.16138786805428
-100,24,7.1,-1.17250368219346
-100,24,7.2,-1.18672156359619
-100,24,7.3,-1.20424021887396
-100,24,7.4,-1.2252980890715
-100,24,7.5,-1.25017900137813
-100,24,7.6,-1.27921888566812
-100,24,7.7,-1.31281371283922
-100,24,7.8,-1.35142881133559
-100,24,7.9,-1.39560968831342
-100,24,8,-1.44599441186243
-100,24,8.1,-1.50332745402175
-100,24,8.2,-1.56847460537671
-100,24,8.3,-1.64243804767168
-100,24,8.4,-1.72636978796606
-100,24,8.5,-1.82158022012857
-100,24,8.6,-1.92953642600073
-100,24,8.7,-2.05184201163983
-100,24,8.8,-2.19018792992826
-100,24,8.9,-2.34626668795781
-100,24,9,-2.52166758519821
-100,24,9.1,-2.71787537695048
-100,24,9.2,-2.93687807944531
-100,24,9.3,-3.18432150446235
-100,24,9.4,-3.48326983279346
-100,24,9.5,-3.94138971505836
-100,24,9.6,-5.24726165220225
-100,24,9.7,-18.9922276110404
-100,24,9.8,-4.22824903454819
-100,24,9.9,-2.71633263584595
-100,24,10,-2.1341750081916
-100,24,10.1,-1.65968823982978
-100,24,10.2,-1.24410313252392
-100,24,10.3,-0.91805257549657
-100,24,10.4,-0.725676471351468
-100,24,10.5,-0.727761873590312
-100,24,10.6,-1.03005106462388
-100,24,10.7,-1.83778862847619
-100,24,10.8,-3.5309450319716
-100,24,10.9,-6.57042130776989
-100,24,11,-9.52976816415266
-100,24,11.1,-7.72582101148288
-100,24,11.2,-4.91823611510851
-100,24,11.3,-3.09517892932125
-100,24,11.4,-1.97468209208717
-100,24,11.5,-1.29406410040688
-100,24,11.6,-0.957203017597375
-100,24,11.7,-1.0352225262878
-100,24,11.8,-1.83685611310873
-100,24,11.9,-3.9050963830005
-100,24,12,-7.03591220485676
-100,24,12.1,-8.0998893644923
-100,24,12.2,-6.61923357462504
-100,24,12.3,-5.16509398615793
-100,24,12.4,-4.18492257617195
-100,24,12.5,-3.54672052543806
-100,24,12.6,-3.13150152374651
-100,24,12.7,-2.8693876223932
-100,24,12.8,-2.7221210100296
-100,24,12.9,-2.6684934834267
-100,24,13,-2.69082337718875
-100,24,13.1,-2.75211121719114
-100,24,13.2,-2.75686825192176
-100,24,13.3,-2.54981887704351
-100,24,13.4,-2.08444282100726
-100,24,13.5,-1.54997338361692
-100,24,13.6,-1.13168392843831
-100,24,13.7,-0.8593853803722
-100,24,13.8,-0.692109209474593
-100,24,13.9,-0.588829085273904
-100,24,14,-0.523077907459533
-100,24,14.1,-0.4796267211459
-100,24,14.2,-0.449902500455307
-100,24,14.3,-0.4290230524021
-100,24,14.4,-0.414143457895215
-100,24,14.5,-0.403565046831568
-100,24,14.6,-0.396253574586122
-100,24,14.7,-0.39157429422678
-100,24,14.8,-0.389143575778467
-100,24,14.9,-0.388744860582393
-100,24,15,-0.390281551831852
-100,24,15.1,-0.393752444108741
-100,24,15.2,-0.399242431351447
-100,24,15.3,-0.406925596853795
